,product,sentiment,hashtags,clean_tweet
1446,apple,neutral,['sxsw'],in fact i'm going to assume a priori everyone sitting in this departure terminal playing with an apple product is going to sxsw
1448,apple iphone,neutral,['sxsw'],i think i'm the only one  sxsw with an iphone 
1449,apple ipad,neutral,['sxsw'],dude you're at an outkast concert and you're tweeting from an ipad rt  old school players to new school fools  sxsw
1450,apple iphone,neutral,"['sxsw', 'letsdothis']",signs you're on a plane to sxsw  two iphone users have arcade fire rings  letsdothis
1451,apple ipad,neutral,"['disagree', 'sxsw', 'uxdes']", you're probably using your ipad on the go  disagree sxsw uxdes
1452,apple ipad,positive,"['apple', 'sxsw', 'austintx']",wow they're really trying to tempt me to pick up an ipad  tomorrow   apple sxsw austintx
1453,apple iphone,negative,['sxsw'],i know it sxsw because my iphone has started lying to me about its signal strength 
1454,apple iphone,neutral,['sxsw'],like that bad rt  sitting at a bar listening to music w  ppl who r all nose down on iphone waitress looks confused  sxsw
1455,google,neutral,"['sxsw', 'productive']",ok so it come to building custom maps on google maps for each night of sxsw to organize party itineraries  productive 
1456,apple ipad,positive,"['ipad', 'apple', 'sxsw', 'sleepy']",wow that dedication rt  well  i'm first in line    hours to go  ipad apple sxsw sleepy
1457,apple ipad,positive,['sxsw'],the world largest ipad  sxsw 
1458,apple ipad,neutral,['sxsw'],any ipad left at the apple store at sxsw anyone know  
1459,apple iphone,neutral,['sxsw'],flipboard next platform will be the iphone ceo  says sxsw
1460,apple iphone,negative,['sxsw'], nexus s on t mobile is  x more useful than my iphone on at t at sxsw is it because too many ppl have iphone 
1461,apple ipad,neutral,['sxsw'],omarg it not a rumor apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch 
1462,apple ipad,neutral,['sxsw'],omarg it not a rumor apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch   
1463,google,positive,['sxsw'],google  party at maggie maes sxsw  got some free glow in the dark shades
1464,google,neutral,['sxsw'],google  party  sxsw  maggie mae w   others  
1465,google,positive,['sxsw'],at google scale tiny changes even in colors of blue can be meaningful there an optimum shade of blue for links  sxsw 
1466,apple ipad,neutral,"['realtalk', 'sxsw']", she the ipad dj working the etsy party  realtalk sxsw
1467,google,neutral,['sxsw'],google  throw down may be the last stop of the night sxsw
1468,apple iphone,positive,['sxsw'],hey that us   the go game launches do it yourself iphone scavenger hunts  via  see you at sxsw
1469,apple app,negative,['sxsw'],hmm  ca not get twitter searches to update in hootsuite or tweetdeck on ipad  sxsw
1470,apple ipad,neutral,['sxsw'],i think i have seen maybe  non apple notebooks my entire time here  mostly macbook pros some macbooks and many many ipad  sxsw
1471,apple iphone,neutral,"['api', 'getglue', 'iphone', 'sxsw']",filmaster s iphone app is foursquare for cinemagoers  api getglue iphone sxsw
1472,apple ipad,neutral,"['lazyweb', 'sxsw']",   does the pop up apple store in austin still have ipad in stock  lazyweb sxsw 
1473,google,neutral,['sxsw'],   google is not launching any products at sxsw 
1474,apple app,positive,"['lp', 'travel', 'sxsw']",   last day to get the lp austin iphone app for free  travel sxsw 
1475,apple ipad,neutral,['sxsw'],   not a rumor apple opening up temporary store in downtown austin for sxsw and the ipad  launch 
1476,apple iphone,neutral,"['ubersocial', 'iphone', 'sxsw']",  rt ubersoc new ubersocial for iphone now in the app store includes uberguide to sxsw cont  
1477,apple iphone,positive,"['iphone', 'sxsw']", ceo gowalla tells his journey of blinksale to iconbuffet to packrat then the iphone was born and the lightbulb turned on  sxsw
1478,apple iphone,neutral,['sxsw'], or anyone who knows  found your deaddd iphone outside the blogger lounge  contact me so i can reunite you with it   sxsw
1479,apple ipad,positive,['sxsw'], via  sxsw ipad store sold out of everything except  gig wifi only white
1480,apple app,positive,"['sxsw', 'wssxsw']", cnnmoney for sxsw    any computing device bigger than an ipad is pass  the mobile space has all the buzz  wssxsw
1481,apple ipad,positive,['sxsw'],me too   rt  look everyone zomg  got an ipad  on the first day  sxsw 
1482,apple iphone,positive,"['hootsuite', 'sxsw']",get down loaded hoot  rt hootsuite mobile for sxsw  updates for iphone blackberry  android 
1483,google,neutral,"['google', 'sxsw']",i'm sure  is having a double rainbow kind of day right now  google sxsw
1484,android app,positive,['sxsw'], you get the sxsw app yet android version has the schedule 
1485,apple app,positive,['sxsw'], sxsw just tried out the new ipad app and it beautiful  ps thanks for the tvontheradio tix  yall rock  
1486,google,positive,['sxsw'],google circles will be their new social media site wow  sxsw
1487,apple iphone,positive,"['tapworthy', 'sxsw']",in our studies players tell us  petting my iphone makes me happy  tapworthy sxsw
1488,apple ipad,neutral,['sxsw'],   apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch 
1489,apple ipad,neutral,['sxsw'],  sxsw thanks for signing my ipad 
1491,google,neutral,['sxsw'],google to launch major new social network called circles possibly today  sxsw 
1492,apple ipad,negative,"['sxsw', 'fail']",paper phones  means an ipad will likely be useless at sxsw as well  fail
1493,google other,positive,['sxsw'],  google to launch major new social network circles possibly today   sxsw 
1494,apple ipad,unknown,"['platformer', 'sxsw']", platformer ci di venues sxsw pake  app sq api d cnth  tweetdeck etc via  iphone android ipad and pc 
1496,apple,neutral,"['apple', 'sxsw']",can hear them workin hard in there apple must be payin them plenty sxsw 
1497,google,neutral,['sxsw'],google circles indeed but not going to be at sxsw they will likely release at google i o in may 
1498,google,neutral,['sxsw'],google to launch major new social network called circles rww to f bcet sxsw
1499,apple,neutral,"['apple', 'sxsw']",hmmm  how fast can apple build a new store in time for sxsw  
1500,apple ipad,neutral,"['apple', 'art', 'sxsw']",hope apple visits art from the ipad  th  congress since sxsw gets own apple store 
1501,google,neutral,['sxsw'],rt  google to launch major new social networkcircles posbly today  sxsw
1503,apple,neutral,['sxsw'],there talk that apple thinking of a downtown aus location and this temp sxsw store might be a test 
1504,apple ipad,neutral,"['sxsw', 'sxswi']",this is the press release for the ipad apps i am helping launch at sxsw  sxswi
1505,apple ipad,neutral,"['sxswi', 'sxsw']",this is the press release of the ipad apps i am helping launch at sxswi  sxsw
1507,google,unknown,['sxsw'],google  credit card cos know with   accuracy  yrs before that you're going to get divorced   sxsw
1508,google,neutral,"['sxsw', 'agileagency']",google  thinking by making key to agility drawn out strategic planning can slow unnecessarily  sxsw agileagency
1509,apple iphone,positive,"['sxsw', 'beforetwitter']",all this  sxsw buzz makes me wish i had an android or i phone  beforetwitter i would not have had such envy 
1510,apple ipad,neutral,"['tweethouse', 'ipad', 'sxsw', 'dotco']",  tweethouse ipad sxsw dotco
1511,google,neutral,['sxsw'],according to  google has confirmed it is not launching at sxsw if at all 
1512,apple ipad,neutral,['sxsw'],apple is opening temp  rd store at  sxsw selling new ipad  to handle xtra sales  
1513,apple ipad,neutral,"['sxsw', 'ipad2']",apple set to open popup shop in core of sxsw action  ipad 
1514,apple ipad,positive,['sxsw'],apple sets up temporary store at sxsw ipad anyone  cc 
1515,apple,neutral,['sxsw'],apple to open temporary store friday in the scarbrough building at th and congress sxsw 
1516,apple,neutral,['sxsw'],apple gotta take advantage of all the hipsters that head out to sxsw somehow 
1517,apple ipad,neutral,"['sxsw', 'tempted']",cool rt  apple has opened a makeshift store for sxsw ipad will be available at pm today   tempted
1519,google,neutral,['sxsw'],just met  at q a with bing and google panel  interesting to hear about what nasdaq is doing in social media sxsw
1520,apple,positive,['sxsw'],love it  at sxsw  apple comes up with cool technology no one ever heard of because they do not go to conferences 
1521,apple,positive,['sxsw'],love it  at sxsw  apple comes up with cool technology no one ever heard of because they do not go to   
1522,apple iphone,neutral,['sxsw'],love rt  anyone at the show have an iphone charger need to tweet jokes about beards text ppl to make them jealous  sxsw
1523,apple,neutral,['sxsw'],ran into  at the temporary apple store with   and amy sxsw
1525,apple app,positive,"['bizzy', 'sxsw']",i agree  but they're all so great  iphone apps for mealtime   via  bizzy sxsw
1526,google,neutral,"['sxsw', 'google']",check this   sxsw google
1527,apple ipad,neutral,['sxsw'],watching  covering the ipad  launch live at the apple pop up store in austin at sxsw 
1528,apple iphone,neutral,['sxsw'], lol rt  do not worry you guys found an iphone charger what the deal with hipsters and beards right   sxsw
1529,google,neutral,['sxsw'],haha the  drinking game   drink every time seth says game layer or google ventures  sxsw cc  
1530,google,neutral,['sxsw'],nice rt  do not forget come to our q a with google   bing  on ranking panel mon   pm sxsw
1531,apple ipad,positive,"['sxsw', 'sxswi']",yeah rt  details for the ipad  giveaway coming tonight rt this  sxsw sxswi
1532,google,neutral,"['sxsw', 'location']",google  envisions location based future  sxsw location
1533,google,neutral,"['sxsw', 'location']",google  envisions location based future  sxsw location 
1534,apple iphone,neutral,['sxsw'],finishing up beta on android  iphone sunday couple guys at sxsw showing off got about  beta moms ready  beta
1536,android,positive,['sxsw'],woot rt  first android  disc    market version coming soon  sxsw
1537,apple iphone,positive,['sxsw'],yay rt   flipboard next platform will be the iphone ceo  says sxsw 
1538,android,neutral,"['sxsw', 'android', 'evo']",get go to work yet i have been trying for days  sxsw android evo
1540,apple ipad,neutral,['sxsw'],nice rt  getting ready for my ipad  vs android panel at sxsw come check it out at   
1541,google,positive,"['sxsw', 'win']",score rt google handing out free pi for pi day  sxsw win
1542,google other,positive,['sxsw'],whoa rt  google to launch major new social network called circles possibly today  sxsw
1543,apple,positive,"['sxsw', 'ipad2']",cool rt  heard about apple pop up store in downtown austin pics are already on gowalla   sxsw ipad 
1544,apple,positive,['sxsw'],nice rt  hey apple fans get a peek at the space that slated to be a pop up sxsw apple store tomorrow  
1545,apple ipad,positive,['sxsw'],i'm reading your book on my flight to sxsw and the guy next to me is reading it on the ipad boom 
1546,google,neutral,"['gsdm', 'google', 'sxsw']",is here at the industry party presented by  gsdm  google in austin tx for sxsw 
1547,apple,positive,['sxsw'],haha rt  if you have not waited in line for an apple product you're missing out on an important rite of passage  sxsw
1548,apple iphone,unknown,['sxsw'],hijacked  iphone since mine is doa muahahahahhaahahaa  sxsw partay time thx  for dinner
1549,apple,neutral,['sxsw'],just met  in line at the apple store at sxsw  
1550,google,neutral,"['sxsw', 'sxswi', 'music']",tonight  is checking out the kills and  is checking out the gsd m google party come say hi  sxsw sxswi music
1551,apple ipad,neutral,['sxsw'],true rt  it not a rumor apple opening temporary store in downtown austin  sxsw  ipad  launch  
1552,apple ipad,neutral,['sxsw'],true rt  i bet the longest ipad lines are gonna be in austin  sxsw
1553,apple iphone,positive,"['sxsw', 'il']",woo hoo  is finally back on the iphone   sxsw il
1554,apple ipad,neutral,['sxsw'],austin    just witnessed a homeless guy giving detailed ipad  inventory info to a passerby at the austin popup store  sxsw 
